NameR366,MasterID_...2,SampleIDNO,Watersourcetype,watersourcetype2,Dateofvisit2,Division,Parish,Villagetown,Sampletaken,Riskofcontamination10,Topography,LandcoverUnDevelopedorDeveloped,Turbidity,pH,Temp_°C,Electricalconductivity,functionalV1,knownfunctionalproblem,SampleIDNO_R366,MasterID__A,NameR366_A,MasterID__B,__1_1WaterSourceNameNyingwangpii,InterviewersCode,CompletedDateddmmNinodweemakitye,_1_1_WaterSourceIdentificationN,MasterID__C,_1_1name,_1_1subcounty,_1_1Parish,_1_2_a_WUCmgmt,_1_2_b_privmgt,_1_2_c_NGOmgmt,_1_2_d_Unmanaged,_1_7Acholi,_1_7English,_1_7LangOther,_1_9_Positionrespond,_2_1_responsible,_2_2_a_Caretaker,_2_2_b_ caretakerpaid,_2_2_c_ caretakerwage,_2_2_d_caretakerhours,_2_3_inspectorvisits,_2_4WUCAdmin,_2_4WUCfeecollect,_2_4WUCfinmgmt,_2_4WUCtechnical,_2_4WUCother,_2_5_meetatt,_2_6_meetsched,_2_7_ meetmonth,_2_8_meetcommunity,_2_9_meetminutes,_2_10_minutesviewed,_2_11_WUCpay80,_2_12_a_ pubmeet,_2_12_b_pubmeetyear,_2_13_a_meetaccount,_2_13_b_meetaccountyr,_3_1_a_functional,functionalinferred,_3_1_b_openallday,_3_1_c_opentimes,_3_1_d_primaryuse,_3_1_e_whynffees,_3_1_e_whynffinmgmt,_3_1_e_whynfctech,_3_1_e_whynfadmin,_3_1_e_whynfother,_3_1_e_whynfotherB,_3_1_f_Howlongnf,_3_2_firstdaylastbreak,_3_3_a_lengthbreakdown,_3_3_b_costrepair,_3_3_d_nowater,_3_3_d_notenoughwater,_3_3_d_contaminated,_3_3_d_otherproblem,_3_4_a_breaklastyear,_3_4_b_breaklast2weeks,_3_5_a_pplcantaccess,_3_5_b_pplcantafford,_3_5_c_useunimproved,_3_5_c_neighborhelp,_3_5_c_dontknow,_3_5_c_other,_3_6_enoughwater,_4_0_yearbuilt,_4_1_datebuilt,_4_2_regularuserhhs,_4_3_a_authorizedlist,_4_3_b_authorizedhhs,AuthorizedusersdividedbyAllUsers,_4_3_c_updateduserlist,_4_3_d_listshown,__4_3_e_Howmanyhouseholdsareonth,VerifiedusersdividedbyAllUsers,_4_4_feecollectionsystem,_4_5_feeregular,_4_6_a_monthlyfee,_4_6_a_perJCfee,_4_6_a_otherfeetype,_4_6_a_otherfeetypeB,_4_6_b_percentfeesmonthly,_4_6_b_percentfeesperJC,_4_6_b_percentfeesother,_4_6_b_percentfeesdontknow,_4_7_HHswhopaid,_4_8_idealfeecollection,Idealfeesdividedbyallusers,_4_9_actualmonthlyfees,Actualfeesdividedbyidealfees,reportedfeesdividedbyallusers,_4_10_knownHHscantpay,_4_11_a_feecollectrecords,_4_11_b_feerecordsshown,_4_11_c_recordedfeeslastmonth,verifiedfeesdividedbyallusers,_4_12_reactive,_4_13_reportedsavings,_4_14_a_finmgmtrecords,_4_24_b_finmgmtrecshown,_4_14_b_namenumber,_4_14_c_verifiedsavings,__4_14_cDateofrecord,__4_15_savingsstorage,_4_15_savingsstorageother,_4_16_fencing,_4_16_sanitation,_4_16_dontknow,_4_16_fundsaccumulate,_4_16_preventmaint,_4_16_refunds,_4_16_neverrepair,_4_16_othernonwash,_4_16_othernonwashB,_4_17_planOandM,_4_18_enoughfundsrepair,_4_19_personrepair,_4_20_persontrained,_5_0_latrineaccess,_5_1_a_facilitator,_5_1_b_facilitatoryear,_5_1_b_facilitatordate,_5_1_c_whofacilitated,_5_1_c_whofacilitatedother,_5_2_a_ODFdeclaration,_5_2_b_ODFwhen,_6_1_irritated,_6_2_trustworthy,_6_3_interviewquality,_6_4_familypresent,_6_4_nonfamilypresent,_6_4_Totalpresent,_6_5_comments,TTC,TTCGE1,TTCGE10,TTCGE50,TTCGE100,TTCGE125,Unmanaged,MasterID_...165,Superclean_ID,latitude,longitude,OBJECTID2,Proxalt,ProxNWSC,Proxaltfunc,ProxaltfuncNWSC,Proxbore,Proxfuncbore,Proxprotect,Proxfuncprotect,ProxfuncprotectNWSC,ProxTC,Proxmarsh,ProxfunctTTC<125,ProxfunctprotectTTC<125,ProxfunctprotectTTC<125NWSC,Avgprox3func,Avgprox3funcNWSC,Avgprox3funcprotect,Avgprox3funcprotectNWSC
keyi B spring,310,327,PS,5,6/20/18,Bardege,kasubi,keyiB,1,10,2,0,0,5.95,28,418us/208ppm,NA,1,327,310,keyi B spring,310,KEYI B PS,5,9-Mar,310,310,KEYI B PS,1,1,1,NA,NA,0,1,NA,NA,2,2,1,1,NA,NA,0,NA,1,1,1,NA,9,1,NA,50,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3/9/15,1080,NA,NA,NA,NA,NA,NA,NA,3,4,NA,Get water from a neighborGamo ki bot girani,NA,NA,1,NA,Don’t knowPe angeyo,150,0,NA,NA,NA,NA,NA,NA,1,1,500,NA,NA,NA,100,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,4,0,0,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,0,99,1,NA,NA,GovernmentGamente,NA,0,NA,0,2,0,0,0,0,THE SPRING PREVIOUSLY HAD A DIFFERENT TREASURER WHO IS CURRENTLY NOT PART OF THE COMMITTEE. SHE ALSO SHIFTED WITH ALL THE RECORDS CONCERNING THE SPRING,56,1,1,1,0,0,0,310,88,2.795933333,32.28435,5,30.20980801,323.4398766,30.20980801,30.20980801,244.8304703,244.8304703,30.20980801,30.20980801,30.20980801,3094.610283,0,30.20980801,30.20980801,30.20980801,337.5004127,199.493385,337.5004127,199.493385
Keyi B DW,311,328,DWWHP,4,6/20/18,Bardege,kasubi,keyi B,1,4,2,0,0,5.97,27,145us/72ppm,1,1,328,311,Keyi B DW,311,KEYI B DWWHP,5,9-Mar,311,311,KEYI B DWWHP,4,4,1,NA,NA,0,1,NA,NA,2,2,1,1,NA,NA,0,1,1,1,1,NA,9,1,NA,50,1,0,1,1,1,0,NA,1,1,0,1,4,NA,NA,NA,NA,NA,NA,NA,15/11/2017,2,365000,NA,1,NA,NA,1,0,3,4,NA,Get water from a neighborGamo ki bot girani,NA,Children fetch for them,1,2008,3/9/08,150,1,107,0.713333333,0,1,NA,NA,1,1,1000,NA,NA,NA,100,NA,NA,NA,50,2.00E+05,1333.333374,48000,0.239999995,320,NA,1,1,22000,146.6666718,4,7.00E+05,0,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,0,0,99,1,NA,NA,NA,NA,0,NA,0,2,0,0,0,0,"MY PHONE BLACKED OFF, SO I COULD NOT TAKE THE PHOTO SHOWING RECORDS OF MONEY COLLECTED",50,1,1,1,0,0,0,311,89,2.795983333,32.28461667,108,30.20980801,342.6323307,227.2001868,227.2001868,227.2001868,227.2001868,30.20980801,227.2001868,227.2001868,3085.102505,9.817490261,743.8556869,743.8556869,743.8556869,592.2906363,339.2308318,592.2906363,339.2308318
Adoch Harriet BH,312,329,DWWHP,4,6/21/18,Bardege,Kasubi,kasubi central,1,0,2,0,0,9.02,24.5,47us/24ppm,1,0,329,312,Adoch Harriet BH,312,ADOCH HARRIET (AGENORWOT HARRIET),6,9-Mar,312,312,ADOCH HARRIET (AGENORWOT HARRIET),4,4,NA,1,NA,0,1,NA,NA,7,6,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3/9/13,1460,213000,1,NA,NA,NA,0,NA,1,0,NA,NA,NA,ASK FOR HELP,1,2004,18/5/2004,NA,0,NA,NA,NA,NA,NA,NA,1,0,NA,NA,200  PER 20L JERRYCAN,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,4,0,0,NA,NA,NA,NA,5,MONEY NOT SAVED,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,98,NA,NA,NA,NA,NA,Don’t knowPe angeyo,NA,0,1,0,6,1,7,NA,15.5,1,1,0,0,0,0,312,78,2.789216667,32.28206667,98,70.5245319,20.88361951,70.5245319,20.88361951,351.858583,351.858583,70.5245319,70.5245319,70.5245319,2632.137488,216.2836841,70.5245319,70.5245319,70.5245319,139.4685415,63.47326405,139.4685415,63.47326405
oketayot stephane,313,330,DWWHP,4,6/21/18,Bardege,kasubi,tedam,1,6,2,0,0,9.02,24.5,47us/24ppm,1,0,330,313,oketayot stephane,313,OKETAYOT STEPHANE,5,9-Apr,313,313,OKETAYOT STEPHANE,4,4,1,NA,NA,0,1,NA,NA,1,2,0,NA,NA,NA,NA,1,1,NA,1,NA,5,1,0.167,50,1,0,1,1,1,0,NA,1,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2/11/17,1,92000,NA,1,NA,NA,1,0,1,3,NA,NA,NA,"Send children, give them for free",1,2003,4/9/03,80,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,50,0,NA,NA,NA,NA,1,Don't knowPe angeyo,0,1,0,NA,NA,NA,"MONEY IS ONLY COLLECTED WHEN THE  BOREHOLE GETS SPOILT, FOR BUYING REPAIR PARTS  THE COMMITTEE IS NOT THAT ACTIVE",15.5,1,1,0,0,0,0,313,61,2.797316667,32.27713333,81,2.623375689,184.1177436,2.623375689,2.623375689,1037.520698,1037.520698,2.623375689,2.623375689,2.623375689,3675.33484,198.5283671,2.623375689,2.623375689,2.623375689,283.8122673,63.12149833,283.8122673,63.12149833
kasubi central RWHT1,314,331,RWHT,7,6/22/18,Bardege,kasubi,kasubi central,1,2,0,1,0,6.97,25.8,308us/151ppm,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,1,1,0,0,0,0,314,76,2.789233333,32.28143333,96,35.4635503,28.95016492,35.4635503,28.95016492,418.4046893,418.4046893,35.4635503,35.4635503,35.4635503,2681.315227,274.4310443,35.4635503,35.4635503,35.4635503,141.7476616,44.97941571,141.7476616,44.97941571
wang titi,315,332,DWWHP,4,6/25/18,Layibi,techo,techo,1,4,0,1,0,5.77,26.5,232us/116ppm,1,0,332,315,wang titi,315,WANG TITI BH,7,9-Aug,315,315,WANG TITI BH,3,3,NA,NA,NA,1,1,NA,NA,6,8,1,0,NA,330,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,2/6/18,0.5,90000,NA,1,NA,NA,1,0,0,0,NA,NA,NA,NA,0,2002,2002,50,1,50,1,1,1,50,1,1,1,1000,NA,NA,NA,100,NA,NA,NA,40,NA,NA,45000,NA,900,0,1,1,40000,800,4,2.00E+05,0,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,1,0,98,0,NA,NA,NA,NA,0,NA,0,1,0,1,3,4,I INTERVIEWED THE CARETAKER WHO IS ALSO A KNOWLEDGEABLE LONGTIME RESIDENT IN THE AREA BECAUSE THE L C 1 WAS NOT AROUND AND THE CARETAKER HAD EVERY RECORDS FOR THE WATER POINT.,125,1,1,1,1,1,1,315,64,2.75475,32.27803333,84,238.9707608,528.2620197,238.9707608,238.9707608,239.044458,239.044458,238.9707608,238.9707608,238.9707608,2912.072716,348.3220163,238.9707608,238.9707608,238.9707608,264.9176467,264.9176467,264.9176467,264.9176467
wang ocol DW,316,332,DWWHP,4,6/25/18,Layibi,techo,techo,1,6,0,1,0,6.04,26.3,96us/48ppm,1,0,332,316,wang ocol DW,316,WANG OCOL DW,5,30/8,316,316,WANG OCOL DW,3,3,NA,NA,NA,1,1,NA,NA,5,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,30/8/2017,30,NA,NA,1,NA,NA,1,0,2,5,Use an unimproved water source,NA,NA,Send children,1,2007,30/8/2007,120,1,80,0.666666667,1,1,NA,NA,1,1,2000,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,15000,NA,125,NA,0,NA,NA,NA,4,4.00E+05,0,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,0,0,75,0,NA,NA,NA,NA,0,NA,0,1,0,0,0,0,MONEY IS ALSO COLLECTED IF THE SAVED MONEY IS NOT ENOUGH FOR REPAIR,125,1,1,1,1,1,1,316,155,2.7555,32.29573333,169,13.12248833,174.7186606,13.12248833,13.12248833,439.3748054,439.3748054,439.3748054,439.3748054,439.3748054,1822.921195,7.195612543,439.3748054,439.3748054,439.3748054,100.5276988,100.5276988,489.1107032,246.5012523
wang ocol  open dug,317,333,ODW,3,6/25/18,Layibi,techo,techo,1,7,2,0,0,6.13,30.2,105us/52ppm,1,0,333,317,wang ocol  open dug,317,WANG OCOL ODW,5,30/8,317,317,WANG OCOL ODW,3,3,NA,NA,NA,1,1,NA,NA,5,8,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,2,Don’t knowPe angeyo,NA,NA,NA,Send children,1,NA,Don’t knowPe angeyo,100,1,80,0.8,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,75,0,NA,NA,NA,NA,0,NA,0,1,0,1,0,1,THOSE WHO DON'T PARTICIPATE IN COMMUNAL CLEANING ARE FINED,125,1,1,1,1,1,1,317,156,2.755483333,32.29585,170,13.12248833,166.6898174,13.12248833,13.12248833,443.526117,443.526117,13.12248833,13.12248833,13.12248833,1823.065041,0.073330363,443.526117,443.526117,443.526117,106.6174851,106.6174851,315.6656599,141.7183095
wang min omwa,318,333,ODW,3,6/25/18,Layibi,techo,techo,1,8,2,0,0,6.13,30.2,105us/52ppm,1,0,333,318,wang min omwa,318,WANG MIN OMWA (WANG MIN MUKENY),7,WANG MIN OMWA ( WANG MIN MUKENY),318,318,WANG MIN OMWA (WANG MIN MUKENY),3,3,NA,1,NA,0,1,NA,NA,7,6,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,2017,Dec-17,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,85,0,NA,NA,NA,NA,0,NA,1,1,0,2,4,6,NA,125,1,1,1,1,1,0,318,150,2.75475,32.29481667,164,131.9069737,306.1620781,131.9069737,131.9069737,324.510225,324.510225,131.9069737,131.9069737,131.9069737,1921.574365,0,324.510225,324.510225,324.510225,162.3802132,162.3802132,282.3095008,254.1930922
East African Missionary Society,319,108,BHWHP,1,6/26/18,layibi,techo,techo,1,2,0,0,0,5.47,26.8,64us/32ppm,1,1,108,319,East African Missionary Society,319,EAST AFRICAN MISSIONARY MECHANIZED BH,6,9-Aug,319,319,EAST AFRICAN MISSIONARY MECHANIZED BH,3,3,NA,NA,1,0,1,NA,NA,8,1,1,1,NA,360,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,ASK FOR HELP,1,NA,Don’t knowPe angeyo,NA,0,80,NA,NA,NA,NA,NA,1,1,NA,NA,100  PER 20L JERRYCAN,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,0,100,1,Don't know Pe angeyo,Don't know Pe angeyo,NA,NA,0,NA,0,1,0,2,0,2,SAVINGS ARE HELD BY ACCOUNTANT,125,1,1,1,1,1,0,319,173,2.760383333,32.29788333,186,389.8430582,81.12882777,389.8430582,81.12882777,505.015753,505.015753,403.3821853,403.3821853,403.3821853,1262.143098,435.8053773,505.015753,505.015753,505.015753,405.2672441,81.83674864,476.7826461,81.83674864
wang oyat,320,98,DWWHP,4,6/26/18,layibi,techo,techo,1,6,0,0,0,5.72,28.3,239us/119ppm,1,0,98,320,wang oyat dwwhp,320,WANG OYAT DWWHP,0,18/9,320,320,WANG OYAT DWWHP,3,3,1,NA,NA,0,1,NA,NA,2,2,1,1,20000,240,NA,1,NA,1,NA,NA,4,0,1,60,1,0,1,1,1,1,1,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,15/6/2017,10.5,11000,NA,1,NA,NA,1,0,5,3,NA,NA,NA,"Children fetch for them, THEY ARE ALLOWED TO FETCH",1,2008,2008,1000,1,500,0.5,0,1,NA,NA,1,1,1000,NA,NA,NA,100,NA,NA,NA,NA,3.00E+05,300,60000,0.200000003,60,7,1,Records do not existPe tye,NA,NA,4,NA,1,0,NA,NA,NA,5,TREASURER'S HOME,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,77.5,1,Don't know Pe angeyo,Don't know Pe angeyo,NGODul ma pe jenge ikom gamente,TRIBE,0,NA,0,1,0,0,0,0,NA,16.5,1,1,0,0,0,0,320,169,2.75055,32.29768333,182,5.872350466,164.5507793,5.872350466,5.872350466,66.46274295,66.46274295,66.46274295,66.46274295,66.46274295,2358.206471,0,66.46274295,66.46274295,66.46274295,49.53957424,49.53957424,127.2777468,102.4323838
wang oyat sp/odw,321,142,ODW,3,6/26/18,layibi,techo,techo,1,7,0,0,0,5.81,26.9,247us/124ppm,1,0,142,321,wang oyat sp,321,WANG OYAT PS,0,18/9,321,321,WANG OYAT PS,3,3,1,NA,NA,0,1,NA,NA,2,2,0,NA,NA,NA,NA,1,NA,NA,NA,NA,4,0,1,60,0,NA,0,0,NA,0,NA,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,NA,NA,CHILDREN FETCH FOR THEM,1,1993,1993,60,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,75,1,2015,2015,GovernmentGamente,NA,0,NA,0,1,0,0,0,0,NA,125,1,1,1,1,1,0,321,170,2.750566667,32.29773333,183,5.872350466,159.224104,5.872350466,5.872350466,63.22542606,63.22542606,5.872350466,5.872350466,5.872350466,2356.286951,0,5.872350466,5.872350466,5.872350466,46.50301848,46.50301848,46.50301848,46.50301848
lacankwite DW,322,176,DWWHP,4,6/26/18,layibi,lacankwite,lacankwite,1,2,0,1,0,5.61,26.5,160us/80ppm,1,1,176,322,lacankwite DW,322,LACANKWITE (LUKWIYA CHARLES),6,9-Aug,322,322,LACANKWITE (LUKWIYA CHARLES),3,3,NA,1,NA,0,1,NA,NA,7,6,1,0,NA,360,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,15/8/2018,1,250000,1,NA,NA,NA,0,NA,1,0,NA,NA,NA,ASK FOR HELP,1,2010,7/5/10,250,0,NA,NA,NA,NA,NA,NA,1,1,1000,NA,NA,NA,100,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,5,NOT SAVED,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,0,100,0,NA,NA,NA,NA,0,NA,0,1,0,3,0,3,NA,40.5,1,1,0,0,0,0,322,176,2.750766667,32.29833333,189,65.82771529,100.2310212,65.82771529,65.82771529,65.82771529,65.82771529,65.82771529,65.82771529,65.82771529,2334.311155,0,65.82771529,65.82771529,65.82771529,70.84087451,70.84087451,110.8051965,80.78078861
wang lawulla,323,336,PS,5,6/27/18,Bardege,For God,obiya west,1,5,2,0,0,5.77,26.5,390us/195ppm,1,0,336,323,wang lawulla,323,WANG LAWULLA,1,9-May,323,323,WANG LAWULLA,4,4,NA,NA,NA,1,1,NA,NA,5,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,Get water from a neighborGamo ki bot girani,NA,NA,1,2001,Sep-01,100,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,100,0,NA,NA,NA,NA,0,NA,0,1,0,0,6,6,NA,3.5,1,0,0,0,0,1,323,5,2.7673,32.24761667,29,70.5245319,164.7889461,70.5245319,70.5245319,146.8892729,146.8892729,70.5245319,70.5245319,70.5245319,5622.912075,25.12757857,146.8892729,146.8892729,146.8892729,121.4343592,121.4343592,121.4343592,121.4343592
Nighty DW,324,337,DWWHP,4,6/27/18,Bardege,For God,obiya west,1,3,2,0,NA,NA,NA,N/A,NA,NA,337,324,Nighty DW,324,NIGHTY DW,1,9-May,324,324,NIGHTY DW,4,4,NA,NA,1,0,1,NA,NA,7,6,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,2017,Dec-17,7,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,100,0,NA,NA,NA,NA,0,NA,0,1,0,0,3,3,NA,NA,NA,NA,NA,NA,NA,0,324,8,2.767283333,32.24825,32,70.5245319,103.4457379,70.5245319,70.5245319,90.66137711,90.66137711,70.5245319,70.5245319,70.5245319,5552.849955,94.23716885,70.5245319,70.5245319,70.5245319,83.94909538,83.94909538,83.94909538,83.94909538
Tokopal BH,325,338,BHWHP,1,7/10/18,Pece,Cubu,cubu,0,9,2,0,0,6.89,24.6,284us/149ppm,1,0,338,325,Tokopal BH,325,TOKOPAL DE,6,9-Oct,325,325,TOKOPAL DE,2,2,NA,NA,NA,1,1,NA,NA,6,8,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,1,NA,1,1,NA,NA,120,Don’t knowPe angeyo,120,NA,1,NA,NA,NA,1,1,Don’t knowPe angeyo,0,NA,NA,NA,NA,1,NA,Don’t knowPe angeyo,NA,0,NA,NA,NA,NA,NA,NA,1,1,1000,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,5,MONEY WAS NOT STORED,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,0,0,98,1,2017,15/5/2017,NGODul ma pe jenge ikom gamente,NA,0,NA,0,1,0,1,0,1,NA,0,0,0,0,0,0,1,325,348,2.75845,32.32901667,23,233.4670242,815.6729442,233.4670242,233.4670242,233.4670242,233.4670242,233.4670242,233.4670242,233.4670242,3762.290866,599.7859149,233.4670242,233.4670242,233.4670242,502.1345593,502.1345593,502.1371603,502.1371603
Alliance high school,326,339,DWWHP,4,7/10/18,pece,Aywee,Aywee,0,9,0,1,0,7.23,27.3,148us/71ppm,1,0,339,326,Alliance high school,326,ALLIANCE HIGH SCHOOL BH,6,9-Oct,326,326,ALLIANCE HIGH SCHOOL BH,2,2,NA,NA,1,0,1,NA,NA,6,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Don’t knowPe angeyo,120,NA,1,NA,NA,NA,NA,NA,3,Don’t knowPe angeyo,NA,NA,NA,ASK FOR HELP,1,NA,Don’t knowPe angeyo,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,NA,NA,NA,NA,0,NA,0,1,0,1,3,4,NA,91.5,1,1,1,0,0,0,326,284,2.756483333,32.31583333,20,330.6508143,8.76094432,330.6508143,8.76094432,330.8577716,330.8577716,330.6508143,330.6508143,330.6508143,2617.028787,410.4388963,330.6508143,330.6508143,330.6508143,330.9973099,33.84753622,330.9973099,33.84753622
